House_Area_sqft,Number_of_Rooms,Number_of_Bathrooms,Number_of_Floors,House_Age,Basement,State,City,Region_Type,Renovation_Type,Quality_Grade,Material_Quality,Wall_Condition,Roof_Condition,Plumbing_Condition,Electrical_Condition,Waterproofing_Required,Season,Cement_Price,Steel_Price,Sand_Price,Paint_Price,Brick_Price,Tile_Price,Wood_Price,Estimated_Labour_Cost,Estimated_Duration_Days,Estimated_Renovation_Cost,Budget_Status
3864,8,4,3,21,1,Karnataka,Mangaluru,Urban,Flooring,Standard,Economy,8,7,6,9,No,Winter,379.36,72.0,59.52,325.49,10.92,91.45,1983.54,500137.75,51,647461.38,Within Budget
4902,8,4,4,24,1,Maharashtra,Nashik,Rural,Flooring,Standard,Premium,9,9,6,7,No,Summer,418.66,81.51,62.91,378.25,11.95,99.56,2161.36,367980.74,55,604034.87,Within Budget
2024,3,1,2,59,0,Maharashtra,Nagpur,Urban,Exterior,Premium,Standard,7,5,6,6,No,Summer,568.97,92.91,76.87,462.89,14.72,125.32,2542.24,383219.1,55,489762.02,Over Budget
3265,8,5,2,78,0,West Bengal,Howrah,Urban,Full,Luxury,Standard,5,1,2,5,Yes,Winter,601.17,107.15,84.02,536.32,16.1,135.04,2772.13,514398.9,113,871348.76,Over Budget
3838,8,5,3,22,1,Tamil Nadu,Tiruchirappalli,Semi-Urban,Kitchen,Standard,Economy,10,8,6,9,No,Monsoon,391.62,70.36,55.52,313.21,10.56,91.87,1901.01,342050.65,64,519123.92,Within Budget
577,1,1,1,70,0,Karnataka,Belagavi,Rural,Painting,Economy,Economy,1,3,3,2,Yes,Summer,331.67,60.95,51.12,288.02,8.63,73.26,1679.94,77779.62,44,119836.17,Over Budget
1819,3,1,1,46,0,Kerala,Thiruvananthapuram,Rural,Roofing,Standard,Premium,4,8,5,6,Yes,Winter,422.56,74.78,56.63,357.88,10.89,94.67,2003.98,147580.15,51,214402.61,Within Budget
2105,6,3,1,25,0,Maharashtra,Pune,Urban,Painting,Standard,Economy,10,6,8,10,No,Summer,438.68,79.33,60.86,380.2,11.83,100.22,1985.23,188939.27,27,421641.0,Within Budget
871,2,2,1,77,1,Gujarat,Surat,Rural,Full,Economy,Standard,2,1,4,4,Yes,Summer,337.99,59.19,51.57,284.97,9.1,79.4,1644.65,118427.9,110,146913.92,Over Budget
4071,8,4,3,24,1,Rajasthan,Jaipur,Semi-Urban,Electrical,Standard,Standard,7,9,8,9,No,Summer,374.78,66.02,55.58,302.7,9.31,85.8,1781.13,315402.28,49,438539.82,Within Budget
3887,8,5,2,4,0,West Bengal,Howrah,Semi-Urban,Bathroom,Standard,Economy,8,9,9,8,Yes,Winter,387.26,70.45,54.2,314.17,9.77,86.87,1735.12,399815.13,42,526693.3,Over Budget
1260,3,1,1,67,1,Rajasthan,Kota,Semi-Urban,Electrical,Standard,Economy,4,3,3,2,Yes,Monsoon,358.88,68.06,54.03,315.84,9.89,82.78,1677.81,183793.48,53,215891.25,Over Budget
460,1,1,1,64,0,Delhi,New Delhi,Semi-Urban,Kitchen,Luxury,Premium,3,6,6,6,No,Winter,688.4,133.17,108.44,583.98,18.82,161.17,3326.98,73961.9,55,134546.27,Over Budget
869,3,2,1,65,1,Uttar Pradesh,Varanasi,Urban,Plumbing,Economy,Standard,5,5,3,5,No,Winter,288.99,54.38,43.5,246.1,8.06,65.66,1410.18,23993.5,48,43089.49,Over Budget
5623,8,5,3,75,1,Tamil Nadu,Tiruchirappalli,Urban,Roofing,Economy,Economy,2,3,4,2,No,Summer,348.95,59.22,48.41,271.44,8.98,77.25,1598.93,1143630.6,87,1111017.72,Over Budget
1788,3,1,2,12,1,West Bengal,Howrah,Semi-Urban,Painting,Premium,Standard,8,10,7,8,No,Summer,451.26,88.56,71.44,413.12,11.94,107.11,2234.32,137307.92,32,339425.86,Over Budget
4309,8,4,3,30,0,Kerala,Kannur,Semi-Urban,Kitchen,Economy,Standard,9,9,6,6,Yes,Winter,360.57,59.89,52.76,285.6,9.5,79.55,1639.16,370419.09,57,518716.24,Within Budget
4732,8,5,4,5,1,Delhi,New Delhi,Urban,Flooring,Premium,Economy,10,9,10,10,No,Winter,561.94,104.71,77.15,475.42,14.35,121.28,2594.3,594976.2,50,1074139.55,Over Budget
3886,8,4,2,15,0,Telangana,Nizamabad,Urban,Painting,Economy,Standard,10,9,8,8,No,Winter,325.81,57.64,49.2,266.79,8.89,73.4,1554.97,297747.42,37,555551.35,Within Budget
3581,8,5,3,54,0,Delhi,New Delhi,Semi-Urban,Bathroom,Economy,Premium,5,6,3,6,No,Winter,375.05,68.28,54.84,336.94,10.37,85.21,1826.25,486406.68,60,718848.72,Over Budget
2855,7,3,2,22,1,Uttar Pradesh,Kanpur,Urban,Bathroom,Economy,Standard,7,8,8,9,No,Monsoon,312.61,54.34,43.46,249.43,8.05,71.29,1390.09,334762.92,60,387496.13,Over Budget
4791,8,4,4,18,1,Uttar Pradesh,Varanasi,Urban,Electrical,Economy,Standard,9,7,7,7,No,Winter,295.34,56.37,44.5,250.9,8.18,66.34,1379.43,456618.87,45,586876.33,Within Budget
2320,5,2,1,75,0,Rajasthan,Jaipur,Urban,Interior,Standard,Premium,4,1,3,2,Yes,Monsoon,385.41,66.11,52.15,309.07,9.6,81.42,1753.37,447404.51,68,592544.6,Over Budget
5739,8,5,4,54,1,Tamil Nadu,Salem,Semi-Urban,Plumbing,Luxury,Premium,3,5,5,3,Yes,Monsoon,646.06,114.83,91.29,550.48,15.9,139.74,3024.48,204575.8,55,270871.69,Over Budget
1301,2,2,2,6,1,Uttar Pradesh,Agra,Urban,Roofing,Standard,Premium,8,10,8,9,No,Summer,355.21,66.57,52.18,293.15,8.96,79.76,1681.85,135399.04,44,160176.55,Over Budget
3714,8,4,2,24,0,Delhi,New Delhi,Rural,Painting,Standard,Standard,10,6,10,9,Yes,Monsoon,448.72,78.87,64.92,371.16,11.92,103.57,2100.04,243912.62,43,519543.95,Within Budget
5091,8,4,4,22,1,Delhi,New Delhi,Semi-Urban,Roofing,Premium,Premium,8,10,7,7,No,Monsoon,571.4,95.87,82.32,474.88,15.14,128.7,2666.96,527084.46,76,689897.38,Within Budget
4027,8,5,4,27,0,Kerala,Kochi,Urban,Painting,Luxury,Standard,6,9,7,10,No,Summer,674.16,117.61,96.14,562.52,17.4,147.42,3004.56,545304.81,54,1233386.78,Over Budget
1660,4,3,1,30,1,Karnataka,Hubli,Semi-Urban,Plumbing,Standard,Premium,9,7,6,8,No,Summer,385.34,69.3,58.88,337.19,10.98,86.88,1962.63,49519.8,36,73457.06,Over Budget
2344,5,3,1,15,1,Gujarat,Rajkot,Urban,Painting,Economy,Standard,10,10,8,7,Yes,Monsoon,359.37,61.45,51.83,281.73,9.07,76.68,1666.52,217189.1,37,307497.88,Within Budget
2409,4,2,1,60,0,Delhi,New Delhi,Semi-Urban,Flooring,Standard,Premium,4,3,2,4,No,Summer,449.64,83.16,66.58,393.5,11.33,101.81,2071.45,400217.07,56,565328.52,Over Budget
5791,8,4,4,1,0,Rajasthan,Jaipur,Urban,Painting,Luxury,Standard,10,8,10,8,No,Summer,590.54,105.95,85.51,516.42,16.24,126.19,2698.43,377059.88,45,1392986.85,Within Budget
1756,5,3,1,38,1,Uttar Pradesh,Noida,Semi-Urban,Interior,Standard,Standard,9,7,9,6,No,Summer,356.02,62.49,49.5,302.0,9.33,80.64,1626.41,142313.39,40,175524.94,Within Budget
3552,7,3,3,52,1,Tamil Nadu,Chennai,Semi-Urban,Full,Premium,Economy,3,6,3,4,No,Winter,485.4,89.06,73.52,402.96,12.51,112.75,2290.03,455270.7,110,723852.24,Over Budget
5658,8,5,4,1,0,Tamil Nadu,Chennai,Semi-Urban,Full,Economy,Standard,10,9,10,10,Yes,Monsoon,319.05,62.07,50.35,279.0,8.53,72.06,1640.43,452288.08,121,657374.34,Within Budget
3718,8,4,2,79,1,Rajasthan,Jaipur,Urban,Kitchen,Standard,Economy,3,1,3,3,Yes,Monsoon,378.33,64.35,54.7,316.61,10.01,84.84,1794.69,621219.39,79,685264.36,Over Budget
533,1,1,1,35,0,Karnataka,Mangaluru,Rural,Electrical,Luxury,Economy,7,7,8,8,Yes,Winter,619.09,109.98,91.73,531.21,17.32,144.29,3061.78,51235.13,33,92235.54,Within Budget
2724,7,3,2,48,1,West Bengal,Durgapur,Rural,Full,Economy,Economy,6,5,8,8,No,Winter,312.2,57.28,47.31,258.7,8.43,69.16,1522.92,248448.31,94,345493.48,Over Budget
5179,8,4,3,45,1,West Bengal,Howrah,Semi-Urban,Painting,Premium,Standard,5,5,6,8,No,Winter,492.35,84.15,68.85,408.4,12.44,102.93,2343.68,490318.17,59,1115408.28,Over Budget
2866,5,2,3,68,0,Kerala,Kottayam,Rural,Painting,Premium,Economy,3,6,6,3,No,Monsoon,518.1,88.63,71.47,410.83,12.83,109.78,2380.79,351160.78,59,722079.45,Over Budget
5792,8,5,4,19,0,Maharashtra,Pune,Rural,Painting,Economy,Standard,7,8,10,10,Yes,Monsoon,358.53,67.37,54.0,301.3,9.86,83.42,1784.91,591988.27,64,1003390.67,Over Budget
3543,8,4,2,38,0,Gujarat,Surat,Urban,Kitchen,Standard,Economy,9,8,8,8,No,Summer,414.9,72.96,56.91,352.96,10.49,93.84,1921.05,374820.96,55,534543.37,Within Budget
4866,8,5,4,69,0,Kerala,Kochi,Urban,Kitchen,Standard,Economy,6,5,5,2,No,Monsoon,407.55,72.22,59.28,354.51,10.96,93.93,2034.12,822593.09,91,1198003.44,Over Budget
455,1,1,1,40,1,Maharashtra,Mumbai,Semi-Urban,Kitchen,Luxury,Standard,7,8,6,7,Yes,Monsoon,667.86,125.0,98.13,569.34,18.39,163.76,3166.97,53887.67,62,119574.67,Over Budget
5115,8,4,3,19,1,West Bengal,Kolkata,Semi-Urban,Electrical,Economy,Standard,8,9,8,9,No,Winter,316.88,59.8,45.75,274.96,8.74,72.2,1457.43,487923.08,54,702572.35,Over Budget
4778,8,4,3,41,0,Kerala,Kannur,Rural,Roofing,Economy,Standard,4,7,4,8,No,Monsoon,365.41,59.86,51.47,307.3,8.87,78.33,1627.14,596763.33,91,716429.33,Over Budget
3541,7,4,2,78,0,Uttar Pradesh,Noida,Semi-Urban,Roofing,Standard,Economy,1,3,4,3,Yes,Monsoon,367.94,63.23,51.01,303.88,9.04,79.09,1716.81,534233.2,93,632222.98,Over Budget
422,1,1,1,2,0,Kerala,Kannur,Urban,Exterior,Standard,Premium,9,10,10,9,Yes,Monsoon,422.89,69.95,57.67,341.54,11.09,94.25,1990.35,59870.12,45,72887.94,Over Budget
4608,8,5,4,3,1,Uttar Pradesh,Varanasi,Urban,Roofing,Economy,Standard,8,10,10,10,No,Monsoon,294.71,52.72,42.79,261.33,7.7,64.9,1393.6,460504.44,74,456548.27,Within Budget
2857,6,3,2,56,1,Kerala,Kottayam,Semi-Urban,Plumbing,Standard,Premium,7,4,3,3,No,Winter,415.13,73.74,60.72,352.26,11.22,89.8,1890.03,81431.82,48,119695.13,Over Budget
5976,8,5,4,13,0,Gujarat,Vadodara,Semi-Urban,Interior,Standard,Premium,8,8,7,7,No,Winter,398.9,70.6,58.04,345.43,11.12,86.92,1872.42,553195.05,60,828743.31,Within Budget
4253,8,4,4,62,1,Gujarat,Vadodara,Urban,Interior,Premium,Standard,3,3,2,5,No,Winter,492.89,92.32,75.23,427.07,13.55,113.49,2366.21,715180.27,68,902461.76,Over Budget
3574,8,4,3,24,0,Gujarat,Rajkot,Rural,Kitchen,Luxury,Economy,9,6,10,8,Yes,Monsoon,636.36,118.94,97.08,515.91,17.65,144.4,2914.94,354670.94,70,753056.11,Within Budget
824,2,1,1,6,1,Delhi,New Delhi,Urban,Roofing,Economy,Standard,8,10,10,8,No,Summer,384.49,64.87,53.6,306.32,9.65,82.4,1860.55,111642.11,43,122178.55,Within Budget
636,1,1,1,18,0,West Bengal,Siliguri,Urban,Kitchen,Premium,Standard,9,10,10,10,No,Winter,491.98,85.63,70.98,418.77,11.93,107.56,2257.53,70846.44,41,130377.77,Over Budget
4196,8,5,4,42,1,Maharashtra,Thane,Rural,Roofing,Economy,Standard,8,6,6,6,No,Summer,356.24,66.85,54.46,300.94,9.82,82.17,1782.24,477772.06,69,687726.07,Over Budget
2721,6,4,3,52,0,Tamil Nadu,Tiruchirappalli,Semi-Urban,Full,Economy,Standard,3,5,6,6,Yes,Monsoon,348.31,58.99,49.65,289.7,8.59,73.84,1567.65,423685.9,142,526490.48,Over Budget
5645,8,5,4,3,0,Telangana,Karimnagar,Semi-Urban,Roofing,Standard,Economy,10,9,8,8,No,Summer,394.55,70.3,53.8,326.3,9.79,86.03,1807.88,579338.92,69,755482.62,Over Budget
906,2,1,1,23,1,Maharashtra,Mumbai,Urban,Roofing,Standard,Standard,6,9,8,8,No,Winter,444.87,76.79,66.03,383.38,11.6,95.98,2061.77,117881.37,39,156104.82,Within Budget
1054,3,2,1,56,1,Delhi,New Delhi,Urban,Exterior,Standard,Economy,5,7,6,5,No,Monsoon,451.07,79.41,67.85,372.85,11.76,103.03,2223.95,201022.12,58,265250.41,Over Budget
4317,8,4,4,32,0,Karnataka,Belagavi,Urban,Painting,Standard,Standard,6,6,6,9,No,Summer,387.54,72.7,56.08,352.74,10.4,87.1,1830.66,536657.92,57,834964.39,Over Budget
1492,3,1,1,51,1,Delhi,New Delhi,Urban,Electrical,Luxury,Standard,4,4,7,5,Yes,Monsoon,684.92,125.02,100.54,608.71,18.41,168.37,3250.66,365493.65,56,544311.79,Over Budget
2267,4,3,2,18,0,Maharashtra,Nashik,Semi-Urban,Painting,Standard,Premium,7,10,9,9,No,Winter,429.49,76.39,62.25,382.6,10.99,101.91,2033.49,228251.37,35,408312.91,Within Budget
5391,8,4,3,71,0,Karnataka,Bengaluru,Urban,Bathroom,Luxury,Economy,2,2,4,2,Yes,Monsoon,637.94,113.87,89.8,561.21,16.66,146.03,3084.43,1047187.23,96,1469688.53,Over Budget
3663,8,5,3,4,1,Kerala,Thiruvananthapuram,Semi-Urban,Kitchen,Standard,Economy,10,10,9,10,No,Summer,402.37,74.4,56.93,356.8,10.95,94.47,1904.64,327646.16,54,456789.3,Within Budget
4463,8,4,4,61,1,Uttar Pradesh,Kanpur,Urban,Full,Standard,Premium,5,3,2,2,Yes,Monsoon,353.8,65.87,52.54,296.49,9.73,82.37,1675.68,606255.45,140,780316.12,Over Budget
2549,6,3,3,74,1,Maharashtra,Nagpur,Semi-Urban,Painting,Economy,Standard,2,5,5,4,No,Winter,384.03,67.85,55.6,315.87,9.36,83.91,1795.76,374817.8,50,564000.36,Over Budget
5227,8,5,4,2,1,West Bengal,Howrah,Urban,Flooring,Economy,Economy,9,10,10,10,Yes,Monsoon,310.11,59.06,47.15,283.82,8.53,73.34,1554.56,560118.82,63,694827.48,Within Budget
3099,8,5,3,30,1,Kerala,Kochi,Semi-Urban,Electrical,Standard,Standard,6,6,6,9,No,Summer,418.74,72.0,59.39,334.29,11.22,93.06,1913.09,384256.38,46,444830.33,Within Budget
4528,8,5,3,66,0,Tamil Nadu,Coimbatore,Urban,Plumbing,Standard,Economy,6,4,2,5,No,Winter,386.88,67.08,57.96,336.12,10.05,88.8,1835.61,192071.83,49,227049.67,Over Budget
5110,8,5,4,4,1,Uttar Pradesh,Agra,Semi-Urban,Bathroom,Standard,Standard,9,10,9,8,No,Winter,369.99,63.57,50.16,309.94,8.98,80.24,1704.51,385489.67,53,595733.67,Over Budget
1085,2,2,1,17,0,Karnataka,Hubli,Urban,Electrical,Standard,Standard,9,9,10,10,No,Monsoon,391.92,73.2,56.93,335.78,10.08,93.41,1843.65,119943.6,34,146777.39,Within Budget
446,1,1,1,50,1,Gujarat,Rajkot,Rural,Bathroom,Standard,Standard,6,6,5,5,No,Summer,388.86,74.9,60.41,331.06,10.89,90.9,1902.72,43451.42,42,60646.58,Over Budget
1577,3,1,2,69,1,Kerala,Kottayam,Semi-Urban,Electrical,Premium,Standard,5,2,3,5,Yes,Monsoon,532.59,89.95,77.49,417.05,13.11,116.39,2323.27,202710.38,57,302411.5,Over Budget
3126,8,4,2,4,1,Karnataka,Mysuru,Urban,Interior,Standard,Standard,8,10,10,10,No,Winter,412.75,73.69,58.19,335.56,10.86,87.79,1824.39,394798.76,41,503736.03,Over Budget
2118,5,3,2,68,0,Maharashtra,Nagpur,Rural,Kitchen,Standard,Standard,5,4,6,2,Yes,Monsoon,436.92,79.29,61.5,358.84,10.95,96.15,2137.98,263166.15,71,371489.97,Over Budget
769,1,1,1,1,0,West Bengal,Siliguri,Urban,Interior,Premium,Premium,10,10,10,9,No,Winter,464.57,87.9,65.43,387.65,12.27,101.37,2159.18,71684.4,26,96992.88,Within Budget
5847,8,5,4,69,1,Rajasthan,Udaipur,Semi-Urban,Bathroom,Economy,Premium,4,6,3,3,Yes,Summer,314.0,57.32,46.89,259.09,8.36,72.7,1513.24,766019.98,85,939711.08,Over Budget
2664,5,3,2,32,0,Tamil Nadu,Salem,Urban,Roofing,Premium,Standard,9,7,6,8,No,Winter,488.3,91.3,68.76,426.39,12.8,111.62,2290.61,378355.19,58,438287.32,Over Budget
5236,8,4,4,12,0,Rajasthan,Jodhpur,Urban,Flooring,Premium,Premium,10,9,10,10,No,Summer,476.23,86.02,69.54,377.74,12.08,99.4,2216.06,375522.55,51,677655.61,Within Budget
5517,8,4,3,22,0,Rajasthan,Jaipur,Urban,Roofing,Premium,Premium,10,9,6,10,Yes,Monsoon,459.18,82.01,65.51,378.67,12.28,102.5,2181.71,680633.84,81,848067.02,Over Budget
5260,8,4,3,58,0,Rajasthan,Jaipur,Urban,Roofing,Standard,Economy,7,5,5,7,No,Summer,378.26,66.8,51.58,320.54,9.42,80.5,1748.05,744588.0,78,1019548.5,Over Budget
4701,8,4,3,62,1,Karnataka,Mysuru,Urban,Exterior,Economy,Premium,6,2,4,2,Yes,Monsoon,349.57,58.26,51.19,289.8,8.96,76.95,1662.3,876864.36,80,1111337.77,Over Budget
1205,4,2,1,63,0,Delhi,New Delhi,Semi-Urban,Interior,Premium,Economy,6,3,3,5,No,Winter,565.52,96.73,81.56,490.57,14.34,130.46,2658.02,171416.0,38,287623.28,Over Budget
3977,8,5,3,6,0,Gujarat,Ahmedabad,Urban,Electrical,Standard,Standard,10,9,9,10,Yes,Monsoon,400.63,74.25,57.96,347.33,10.88,93.16,1938.18,402464.41,47,629633.64,Within Budget
1220,3,2,2,6,1,Rajasthan,Jaipur,Urban,Exterior,Standard,Standard,9,10,10,10,No,Winter,361.64,69.14,53.55,298.13,9.29,78.85,1813.7,100818.68,40,144503.66,Within Budget
5736,8,4,3,30,1,Kerala,Thiruvananthapuram,Urban,Exterior,Standard,Standard,9,9,5,5,No,Monsoon,407.85,76.18,60.1,346.9,11.2,88.51,1970.98,791504.34,75,1049905.44,Over Budget
5540,8,5,4,66,1,Maharashtra,Nashik,Rural,Bathroom,Economy,Standard,3,5,5,4,No,Winter,355.34,64.6,51.8,307.15,9.5,83.08,1787.99,765213.29,67,802795.99,Over Budget
3308,8,5,3,58,0,West Bengal,Howrah,Semi-Urban,Exterior,Standard,Premium,4,3,4,7,No,Summer,373.59,67.1,56.13,313.74,9.66,87.73,1750.8,501830.91,63,613258.65,Over Budget
3479,8,5,2,71,1,Maharashtra,Thane,Urban,Flooring,Economy,Standard,2,3,3,4,Yes,Monsoon,379.21,65.73,54.98,307.96,9.9,81.9,1721.4,802991.75,93,1112877.0,Over Budget
5537,8,5,3,55,0,Rajasthan,Jaipur,Urban,Full,Economy,Standard,6,7,7,3,No,Summer,327.18,58.26,43.53,271.43,8.08,68.49,1481.06,885033.93,115,1021997.13,Over Budget
879,3,2,1,72,0,Rajasthan,Kota,Urban,Full,Standard,Standard,2,5,4,3,No,Winter,386.92,69.07,54.79,295.77,9.36,86.26,1769.47,127461.49,92,184171.0,Over Budget
642,2,2,1,24,0,Uttar Pradesh,Kanpur,Urban,Electrical,Economy,Standard,9,9,9,6,Yes,Monsoon,318.72,55.67,45.77,250.0,8.24,70.78,1385.62,65843.11,34,73308.18,Within Budget
1448,2,1,2,79,0,Karnataka,Mysuru,Semi-Urban,Plumbing,Economy,Standard,3,5,1,1,Yes,Monsoon,337.53,58.09,47.37,280.01,9.21,72.98,1573.37,57613.01,63,75254.28,Over Budget
2130,4,3,1,59,1,Delhi,New Delhi,Urban,Full,Premium,Standard,3,3,7,6,Yes,Monsoon,574.6,99.09,77.61,475.99,15.12,128.32,2692.93,456581.7,119,695133.81,Over Budget
5591,8,5,3,24,1,Rajasthan,Kota,Rural,Exterior,Economy,Economy,7,10,8,6,No,Monsoon,320.92,55.14,43.37,269.7,8.0,73.14,1553.64,524196.14,74,759096.33,Over Budget
5997,8,5,4,19,0,Uttar Pradesh,Varanasi,Urban,Bathroom,Standard,Economy,8,7,9,9,No,Summer,365.46,65.17,51.05,300.26,9.48,77.49,1667.91,574876.57,64,768327.74,Over Budget
5219,8,5,4,28,0,Tamil Nadu,Chennai,Urban,Roofing,Economy,Standard,9,9,6,10,Yes,Winter,339.29,61.35,48.16,267.83,8.95,74.68,1649.18,597337.6,66,677712.07,Within Budget
2088,6,3,2,12,0,Maharashtra,Pune,Urban,Flooring,Economy,Economy,7,10,10,7,No,Winter,356.49,67.24,53.25,313.57,9.7,80.0,1805.42,275779.09,46,377296.01,Over Budget
3730,8,4,2,55,0,Telangana,Hyderabad,Urban,Full,Premium,Economy,6,3,3,4,Yes,Monsoon,469.24,86.72,72.75,427.45,12.99,106.59,2339.84,553765.3,120,728205.34,Over Budget
1531,2,2,1,13,1,Tamil Nadu,Chennai,Urban,Interior,Economy,Economy,9,10,10,8,Yes,Monsoon,348.76,58.95,50.04,271.92,8.97,71.74,1518.49,187091.69,41,262800.52,Over Budget
706,1,1,1,30,0,Tamil Nadu,Coimbatore,Urban,Full,Standard,Economy,9,5,5,5,No,Monsoon,381.85,68.69,55.08,316.45,10.02,84.7,1794.96,85648.88,96,90479.26,Within Budget
1356,2,1,1,77,1,Gujarat,Rajkot,Semi-Urban,Full,Economy,Economy,4,3,3,5,Yes,Monsoon,352.41,59.27,49.97,286.3,8.73,74.09,1549.55,205220.74,115,226425.0,Over Budget
3321,6,4,3,61,0,Maharashtra,Thane,Semi-Urban,Roofing,Economy,Standard,3,4,5,2,Yes,Winter,359.47,65.7,56.23,308.76,9.61,85.97,1718.59,520462.44,70,632941.31,Over Budget
3595,7,4,2,66,0,West Bengal,Durgapur,Urban,Bathroom,Standard,Premium,3,3,5,6,No,Summer,367.05,70.57,56.53,334.37,10.42,84.1,1839.54,470684.2,64,483516.08,Within Budget
3169,6,4,2,74,1,Telangana,Warangal,Urban,Flooring,Standard,Standard,3,1,3,4,Yes,Winter,393.06,71.88,57.21,323.73,9.89,87.79,1915.17,575791.32,62,530274.89,Over Budget
2140,6,4,2,71,1,Uttar Pradesh,Agra,Urban,Interior,Standard,Economy,5,2,3,5,No,Winter,362.16,64.66,53.0,308.59,9.67,76.52,1623.67,266747.54,49,390476.36,Over Budget
5919,8,4,3,51,0,Rajasthan,Jaipur,Urban,Electrical,Premium,Standard,6,3,6,4,No,Summer,473.34,86.1,65.18,392.41,12.51,107.79,2270.64,803948.59,54,1170606.31,Over Budget
1546,3,2,1,16,0,Karnataka,Mangaluru,Urban,Painting,Premium,Standard,10,10,8,9,No,Summer,515.62,91.47,75.74,425.58,12.98,113.82,2325.76,132835.85,25,320072.04,Within Budget
1966,5,2,2,18,1,Kerala,Thiruvananthapuram,Urban,Bathroom,Standard,Standard,7,8,10,10,No,Winter,413.16,70.42,58.87,362.52,10.29,93.47,1953.86,334393.38,48,337712.01,Over Budget
2207,6,3,1,14,1,Karnataka,Mysuru,Urban,Interior,Economy,Standard,8,10,10,9,No,Winter,323.34,62.23,47.59,277.94,9.35,73.7,1673.59,255517.32,38,332023.87,Over Budget
4348,8,4,4,69,0,Maharashtra,Mumbai,Rural,Bathroom,Economy,Economy,2,5,5,6,Yes,Winter,355.62,64.82,54.0,300.4,9.3,81.28,1786.68,636767.12,70,749548.16,Over Budget
5787,8,4,3,40,0,Kerala,Thiruvananthapuram,Semi-Urban,Flooring,Luxury,Standard,8,4,4,8,Yes,Monsoon,639.99,113.33,99.36,567.87,16.86,152.69,3245.56,557675.99,74,1332572.59,Over Budget
2539,5,2,2,41,0,Karnataka,Hubli,Urban,Painting,Luxury,Economy,8,4,5,8,Yes,Monsoon,611.58,117.52,88.69,548.45,16.11,142.74,2934.27,242593.46,48,676596.94,Within Budget
1200,4,3,1,18,1,Rajasthan,Jaipur,Urban,Plumbing,Premium,Economy,7,7,8,10,No,Winter,466.83,80.94,69.41,404.83,11.61,107.49,2119.89,28311.68,28,43404.38,Over Budget
4578,8,5,4,38,1,Telangana,Hyderabad,Urban,Interior,Luxury,Standard,9,5,8,5,No,Summer,651.09,107.31,91.03,502.34,15.97,132.45,2999.29,523885.77,56,1077804.97,Over Budget
3148,6,4,2,53,1,Tamil Nadu,Salem,Urban,Bathroom,Premium,Standard,5,4,6,5,No,Winter,464.89,88.71,69.28,421.09,12.31,111.71,2336.91,470216.45,56,718338.72,Over Budget
5426,8,5,4,50,1,Uttar Pradesh,Varanasi,Rural,Kitchen,Luxury,Economy,3,7,5,6,No,Winter,596.61,106.54,80.31,474.74,15.05,132.78,2802.42,659097.65,79,1069145.9,Over Budget
5627,8,4,4,20,1,Delhi,New Delhi,Semi-Urban,Flooring,Standard,Economy,6,9,6,6,Yes,Monsoon,464.5,81.47,63.44,390.39,11.22,103.49,2125.96,834207.71,79,1145457.27,Over Budget
3848,8,5,2,66,1,Karnataka,Bengaluru,Urban,Flooring,Standard,Standard,4,2,5,3,Yes,Winter,379.36,70.74,55.97,343.4,10.1,92.55,1920.16,658364.67,64,813543.27,Over Budget
1570,4,2,1,23,0,Maharashtra,Mumbai,Semi-Urban,Roofing,Premium,Standard,8,10,10,10,Yes,Monsoon,519.01,93.76,80.85,462.5,14.31,125.88,2517.16,192235.14,61,315200.24,Over Budget
1233,4,2,1,45,0,Gujarat,Surat,Urban,Full,Economy,Standard,8,5,4,7,Yes,Monsoon,347.16,63.94,48.86,288.01,9.44,77.34,1616.02,153137.03,113,175858.03,Over Budget
1445,4,2,1,4,1,Karnataka,Belagavi,Urban,Roofing,Economy,Economy,10,9,10,8,No,Winter,331.1,60.51,48.65,284.29,9.13,76.84,1614.63,179843.52,45,238244.31,Over Budget
5655,8,4,3,50,0,Gujarat,Rajkot,Rural,Interior,Standard,Economy,7,7,3,4,Yes,Winter,415.85,72.95,60.66,337.32,11.06,93.74,1969.44,508329.92,56,638308.61,Within Budget
5116,8,5,4,71,1,Gujarat,Rajkot,Semi-Urban,Painting,Standard,Standard,5,3,2,5,No,Winter,382.69,71.5,61.01,341.45,10.12,88.28,1983.15,590108.44,61,917625.8,Over Budget
4850,8,4,4,9,0,Delhi,New Delhi,Urban,Kitchen,Standard,Economy,10,8,8,10,No,Summer,445.9,76.98,63.1,383.79,11.29,101.18,2135.01,532832.84,53,825132.23,Within Budget
2201,6,3,2,25,1,Delhi,New Delhi,Semi-Urban,Bathroom,Economy,Standard,9,7,8,6,Yes,Monsoon,387.82,66.43,53.18,312.95,9.74,85.36,1853.57,251711.18,50,253982.03,Within Budget
4122,8,4,4,15,1,Gujarat,Surat,Rural,Painting,Economy,Standard,9,10,9,10,No,Monsoon,338.41,63.31,49.87,284.83,8.71,74.02,1614.04,234676.0,53,508003.59,Over Budget
2144,4,2,2,77,1,Gujarat,Surat,Rural,Roofing,Standard,Premium,2,5,4,2,Yes,Summer,383.48,74.45,58.91,335.55,11.03,91.81,1927.1,265573.72,64,393047.57,Over Budget
